'MANUFACTURERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
18,'1994-09-09',29387,4736.77,'Automatic EOQ Inventory purchase',125
18,'1994-09-16',15293,-6593.83,'Automatic payment of bills',107
18,'1994-10-05',22343,-4736.77,'Automatic payment of bills',125
18,'1994-10-05',15293,6391.81,'Automatic EOQ Inventory purchase',143
18,'1995-08-04',22343,-7103.29,'Automatic payment of bills',345
18,'1994-06-07',87295,-1548.76,'Automatic payment of bills',64
18,'1996-11-11',51512,24133.18,'Automatic EOQ Inventory purchase',617
18,'1996-07-14',29387,-25145.08,'Automatic payment of bills',532
18,'1996-07-17',22343,20513.57,'Automatic EOQ Inventory purchase',549
18,'1996-08-02',87295,21828.2,'Automatic EOQ Inventory purchase',566
18,'1996-08-14',87295,-20513.57,'Automatic payment of bills',549
18,'1996-09-01',15293,-21828.2,'Automatic payment of bills',566
18,'1996-09-08',73735,25929.15,'Automatic EOQ Inventory purchase',583
18,'1996-10-07',29387,-25929.15,'Automatic payment of bills',583
18,'1995-07-06',15293,7103.29,'Automatic EOQ Inventory purchase',345
18,'1996-11-09',87295,-19901.16,'Automatic payment of bills',600
18,'1996-05-04',29387,26061.36,'Automatic EOQ Inventory purchase',515
18,'1996-12-11',22343,-24133.18,'Automatic payment of bills',617
18,'1996-12-15',51512,26080.47,'Automatic EOQ Inventory purchase',634
18,'1997-01-08',87295,21402.85,'Automatic EOQ Inventory purchase',651
18,'1997-01-18',29387,-26080.47,'Automatic payment of bills',634
18,'1997-02-07',29387,-21402.85,'Automatic payment of bills',651
18,'1997-02-13',15293,12553.63,'Automatic EOQ Inventory purchase',669
18,'1997-02-18',73735,26080.47,'Automatic refund for overpayment',634
18,'1997-03-08',51512,21549.2,'Automatic EOQ Inventory purchase',688
18,'1996-10-10',29387,19901.16,'Automatic EOQ Inventory purchase',600
18,'1996-02-13',51512,7273.71,'Automatic refund for overpayment',430
18,'1995-08-11',22343,5960.18,'Automatic EOQ Inventory purchase',362
18,'1995-09-07',29387,9008.88,'Automatic EOQ Inventory purchase',379
18,'1995-09-14',89097,-5960.18,'Automatic payment of bills',362
18,'1995-10-02',51512,8426.42,'Automatic EOQ Inventory purchase',396
18,'1995-10-03',87295,-9008.88,'Automatic payment of bills',379
18,'1995-10-31',87295,-8426.42,'Automatic payment of bills',396
18,'1995-12-05',88873,-4483.19,'Automatic payment of bills',413
18,'1996-01-07',51512,6625.54,'Automatic EOQ Inventory purchase',447
18,'1996-06-16',29387,25145.08,'Automatic EOQ Inventory purchase',532
18,'1996-02-06',73735,-6625.54,'Automatic payment of bills',447
18,'1996-05-31',88873,-26061.36,'Automatic payment of bills',515
18,'1996-02-17',15293,11228.73,'Automatic EOQ Inventory purchase',464
18,'1996-03-11',73735,22518.23,'Automatic EOQ Inventory purchase',481
18,'1996-03-13',89097,-7273.71,'Automatic payment of bills',430
18,'1996-03-15',88873,-11228.73,'Automatic payment of bills',464
18,'1996-04-03',73735,23743.21,'Automatic EOQ Inventory purchase',498
18,'1996-04-12',29387,-22518.23,'Automatic payment of bills',481
18,'1996-05-02',22343,-23743.21,'Automatic payment of bills',498
18,'1997-03-15',73735,-12553.63,'Automatic payment of bills',669
18,'1996-01-13',15293,-7273.71,'Automatic payment of bills',430
18,'2001-12-13',15293,4624.77,'Automatic EOQ Inventory purchase',7804
18,'2002-04-12',88873,-3481.64,'Automatic payment of bills',7879
18,'2002-03-13',29387,-7854.21,'Automatic payment of bills',7854
18,'2002-03-04',73735,-7693.86,'Automatic payment of bills',7829
18,'2002-03-02',73735,3481.64,'Automatic EOQ Inventory purchase',7879
18,'2002-02-19',89097,7854.21,'Automatic EOQ Inventory purchase',7854
18,'2001-09-09',51512,6427.3,'Automatic EOQ Inventory purchase',7729
18,'2002-01-08',29387,-4624.77,'Automatic payment of bills',7804
18,'2002-05-31',22343,-4383.86,'Automatic payment of bills',7904
18,'2001-12-10',15293,-6686.06,'Automatic payment of bills',7779
18,'2001-11-23',15293,-6045.24,'Automatic payment of bills',7754
18,'2001-11-07',87295,6686.06,'Automatic EOQ Inventory purchase',7779
18,'2001-10-24',22343,6045.24,'Automatic EOQ Inventory purchase',7754
18,'2001-10-17',89097,-6427.3,'Automatic payment of bills',7729
18,'2001-10-13',73735,-5392.89,'Automatic payment of bills',7704
18,'2002-01-27',51512,7693.86,'Automatic EOQ Inventory purchase',7829
18,'2002-10-04',51512,10819.08,'Automatic EOQ Inventory purchase',8029
18,'2000-04-24',51512,1717.76,'Automatic EOQ Inventory purchase',7311
18,'2003-01-14',87295,-8681.08,'Automatic payment of bills',8104
18,'2002-12-27',51512,-10069.88,'Automatic payment of bills',8079
18,'2002-12-18',51512,8681.08,'Automatic EOQ Inventory purchase',8104
18,'2002-12-01',88873,10069.88,'Automatic EOQ Inventory purchase',8079
18,'2002-11-09',87295,-10819.08,'Automatic payment of bills',8029
18,'2002-04-27',73735,4383.86,'Automatic EOQ Inventory purchase',7904
18,'2002-10-17',15293,13934.82,'Automatic EOQ Inventory purchase',8054
18,'2002-05-22',73735,3852.06,'Automatic EOQ Inventory purchase',7929
18,'2002-09-18',87295,-9323.36,'Automatic payment of bills',8004
18,'2002-09-04',51512,-6021.74,'Automatic payment of bills',7979
18,'2002-08-20',22343,9323.36,'Automatic EOQ Inventory purchase',8004
18,'2002-08-03',87295,6021.74,'Automatic EOQ Inventory purchase',7979
18,'2002-06-23',22343,-3852.06,'Automatic payment of bills',7929
18,'2002-06-07',51512,3652.56,'Automatic EOQ Inventory purchase',7954
18,'2002-11-04',22343,-13934.82,'Automatic payment of bills',8054
18,'2000-07-11',88873,-4633.47,'Automatic payment of bills',7354
18,'2000-11-30',73735,-3615.97,'Automatic payment of bills',7454
18,'2000-11-28',89097,-3442.85,'Automatic payment of bills',7479
18,'2000-11-15',22343,-2252.19,'Automatic payment of bills',7429
18,'2000-11-05',51512,3615.97,'Automatic EOQ Inventory purchase',7454
18,'2000-11-01',51512,3442.85,'Automatic EOQ Inventory purchase',7479
18,'2000-10-07',51512,2252.19,'Automatic EOQ Inventory purchase',7429
18,'2000-12-02',15293,4042.3,'Automatic EOQ Inventory purchase',7504
18,'2000-07-11',15293,1913.52,'Automatic EOQ Inventory purchase',7379
18,'2000-09-28',88873,-2722.12,'Automatic payment of bills',7404
18,'2000-06-18',73735,-3608.43,'Automatic payment of bills',7329
18,'2000-06-10',29387,4633.47,'Automatic EOQ Inventory purchase',7354
18,'2000-06-07',87295,-1717.76,'Automatic payment of bills',7311
18,'2000-04-07',29387,-2845.88,'Automatic payment of bills',7293
18,'2001-09-06',22343,5392.89,'Automatic EOQ Inventory purchase',7704
18,'2002-07-06',87295,-3652.56,'Automatic payment of bills',7954
18,'2000-09-07',87295,2722.12,'Automatic EOQ Inventory purchase',7404
18,'2001-07-25',88873,-3438.46,'Automatic payment of bills',7654
18,'2001-09-04',22343,-3132.74,'Automatic payment of bills',7679
18,'2000-08-12',29387,-1913.52,'Automatic payment of bills',7379
18,'2001-08-09',22343,3132.74,'Automatic EOQ Inventory purchase',7679
18,'2001-01-01',73735,-4042.3,'Automatic payment of bills',7504
18,'2001-06-25',22343,3438.46,'Automatic EOQ Inventory purchase',7654
18,'2001-06-16',88873,-3966.03,'Automatic payment of bills',7629
18,'2001-05-23',29387,3966.03,'Automatic EOQ Inventory purchase',7629
18,'2001-05-04',51512,-5097.02,'Automatic payment of bills',7604
18,'2001-04-25',51512,-4080.93,'Automatic payment of bills',7579
18,'2001-02-02',88873,4042.3,'Automatic refund for overpayment',7504
18,'2001-04-07',89097,5097.02,'Automatic EOQ Inventory purchase',7604
18,'2001-03-21',87295,4080.93,'Automatic EOQ Inventory purchase',7579
18,'2001-03-06',15293,5002.56,'Automatic EOQ Inventory purchase',7554
18,'2001-02-11',89097,-2401.98,'Automatic payment of bills',7529
18,'2001-04-20',51512,-5002.56,'Automatic payment of bills',7554
18,'2001-01-14',73735,2401.98,'Automatic EOQ Inventory purchase',7529
19,'1998-04-07',73735,11256.51,'Automatic EOQ Inventory purchase',949
19,'1998-05-09',88873,-11256.51,'Automatic payment of bills',949
19,'1998-05-13',22343,10157.56,'Automatic EOQ Inventory purchase',969
19,'1998-06-09',87295,10216.12,'Automatic EOQ Inventory purchase',989
19,'1998-03-30',29387,-8696.97,'Automatic payment of bills',929
19,'1998-07-04',51512,-10216.12,'Automatic payment of bills',989
19,'1998-01-19',73735,-4900.08,'Automatic payment of bills',869
19,'1998-07-13',73735,11121.31,'Automatic EOQ Inventory purchase',1009
19,'1998-08-04',88873,-11121.31,'Automatic payment of bills',1009
19,'1998-06-10',51512,-10157.56,'Automatic payment of bills',969
29,'1994-12-07',87295,1310.06,'Automatic EOQ Inventory purchase',181
29,'1995-01-02',15293,783.83,'Automatic EOQ Inventory purchase',199
29,'1995-03-31',22343,-1440.3,'Automatic payment of bills',278
29,'1995-01-29',29387,-783.83,'Automatic payment of bills',199
29,'1994-09-05',22343,1065.94,'Automatic EOQ Inventory purchase',127
29,'1995-02-07',51512,118.9,'Automatic EOQ Inventory purchase',244
29,'1995-02-20',87295,1283.15,'Automatic EOQ Inventory purchase',261
29,'1995-03-02',29387,1440.3,'Automatic EOQ Inventory purchase',278
29,'1995-03-07',29387,-118.9,'Automatic payment of bills',244
29,'1995-03-08',15293,-1310.06,'Automatic payment of bills',181
29,'1995-03-23',88873,-1283.15,'Automatic payment of bills',261
29,'1995-01-05',22343,-1310.06,'Automatic payment of bills',181
29,'1994-06-05',51512,-267.94,'Automatic payment of bills',66
29,'1996-07-24',51512,-1301.36,'Automatic payment of bills',533
29,'1994-02-03',15293,-8024,'Automatic payment of bills',29
29,'1994-04-14',29387,-73.86,'Automatic payment of bills',46
29,'1994-05-05',22343,112.55,'Automatic EOQ Inventory purchase',209
29,'1994-05-09',51512,267.94,'Automatic EOQ Inventory purchase',66
29,'1994-05-16',15293,-271.28,'Automatic payment of bills',55
29,'1994-10-06',15293,-1065.94,'Automatic payment of bills',127
29,'1994-06-04',15293,-112.55,'Automatic payment of bills',209
29,'1994-09-17',15293,-1494.5,'Automatic payment of bills',109
29,'1994-06-07',89097,413.39,'Automatic EOQ Inventory purchase',78
29,'1994-07-05',73735,-413.39,'Automatic payment of bills',78
29,'1994-07-06',22343,-305.06,'Automatic payment of bills',214
29,'1994-07-18',51512,743.57,'Automatic EOQ Inventory purchase',92
29,'1994-08-14',15293,-743.57,'Automatic payment of bills',92
29,'1994-08-20',88873,1494.5,'Automatic EOQ Inventory purchase',109
29,'1994-04-19',87295,271.28,'Automatic EOQ Inventory purchase',55
29,'1994-06-03',73735,305.06,'Automatic EOQ Inventory purchase',214
29,'1996-11-04',89097,-1531.93,'Automatic payment of bills',601
29,'1996-02-03',87295,1312.11,'Automatic refund for overpayment',431
29,'1996-02-10',89097,900.91,'Automatic EOQ Inventory purchase',465
29,'1996-02-16',51512,-1560.25,'Automatic payment of bills',448
29,'1996-03-06',51512,-1312.11,'Automatic payment of bills',431
29,'1996-03-14',51512,1713.24,'Automatic EOQ Inventory purchase',482
29,'1996-03-16',29387,-900.91,'Automatic payment of bills',465
29,'1996-01-20',89097,1560.25,'Automatic EOQ Inventory purchase',448
29,'1996-04-12',87295,-1713.24,'Automatic payment of bills',482
29,'1996-06-15',15293,-1855.97,'Automatic payment of bills',516
29,'1996-05-01',89097,-1578.1,'Automatic payment of bills',499
29,'1994-01-01',87295,8024,'Initial Purchase for startup',29
29,'1996-05-17',88873,1855.97,'Automatic EOQ Inventory purchase',516
29,'1996-06-20',22343,1301.36,'Automatic EOQ Inventory purchase',533
29,'1996-07-20',73735,1593.27,'Automatic EOQ Inventory purchase',550
29,'1995-04-13',51512,1556.56,'Automatic EOQ Inventory purchase',295
29,'1994-03-11',87295,73.86,'Automatic EOQ Inventory purchase',46
29,'1996-04-06',22343,1578.1,'Automatic EOQ Inventory purchase',499
29,'1995-06-20',51512,1566.07,'Automatic EOQ Inventory purchase',329
29,'1995-05-07',51512,-1556.56,'Automatic payment of bills',295
29,'1996-01-05',87295,-1312.11,'Automatic payment of bills',431
29,'1995-05-14',15293,1081.44,'Automatic EOQ Inventory purchase',312
29,'1995-06-12',22343,-1081.44,'Automatic payment of bills',312
29,'1995-07-12',51512,1790.4,'Automatic EOQ Inventory purchase',346
29,'1995-07-27',87295,-1566.07,'Automatic payment of bills',329
29,'1995-08-13',89097,-1790.4,'Automatic payment of bills',346
29,'1995-08-14',73735,1483.47,'Automatic EOQ Inventory purchase',363
29,'1995-09-17',87295,1652.68,'Automatic EOQ Inventory purchase',380
29,'1995-10-10',15293,1491.74,'Automatic EOQ Inventory purchase',397
29,'1995-10-23',88873,-1652.68,'Automatic payment of bills',380
29,'1995-12-14',15293,-1338.89,'Automatic payment of bills',414
29,'1995-11-06',73735,-1491.74,'Automatic payment of bills',397
29,'1995-11-09',51512,1338.89,'Automatic EOQ Inventory purchase',414
29,'1995-09-12',87295,-1483.47,'Automatic payment of bills',363
29,'1995-12-10',51512,1312.11,'Automatic EOQ Inventory purchase',431
30,'2003-08-13',15293,-2903.93,'Automatic payment of bills',8827
30,'2003-04-07',88873,-3548.99,'Automatic payment of bills',8725
30,'2003-04-18',51512,2959.61,'Automatic EOQ Inventory purchase',8751
30,'2003-05-19',88873,4149.84,'Automatic EOQ Inventory purchase',8777
30,'2003-05-22',22343,-2959.61,'Automatic payment of bills',8751
30,'2003-06-16',29387,-4149.84,'Automatic payment of bills',8777
30,'2003-06-18',73735,3441.34,'Automatic EOQ Inventory purchase',8802
30,'2003-07-10',51512,2903.93,'Automatic EOQ Inventory purchase',8827
30,'2003-09-16',22343,1937.5,'Automatic EOQ Inventory purchase',8877
30,'2003-08-01',51512,1710.88,'Automatic EOQ Inventory purchase',8852
30,'2003-08-31',51512,-1710.88,'Automatic payment of bills',8852
30,'2002-11-18',73735,2167.07,'Automatic EOQ Inventory purchase',8631
30,'2003-10-03',22343,1314.38,'Automatic EOQ Inventory purchase',8902
30,'2003-10-13',87295,-1937.5,'Automatic payment of bills',8877
30,'2003-07-15',89097,-3441.34,'Automatic payment of bills',8802
30,'2002-12-07',51512,3754.11,'Automatic EOQ Inventory purchase',8653
30,'2002-08-08',88873,2938.03,'Automatic EOQ Inventory purchase',8564
30,'2004-08-19',15293,-2082.77,'Automatic payment of bills',9139
30,'2003-11-03',88873,2044.5,'Automatic EOQ Inventory purchase',8928
30,'2002-09-10',22343,-2938.03,'Automatic payment of bills',8564
30,'2002-09-14',51512,3177.45,'Automatic EOQ Inventory purchase',8587
30,'2002-10-11',51512,1114.91,'Automatic EOQ Inventory purchase',8609
30,'2002-12-20',29387,-2167.07,'Automatic payment of bills',8631
30,'2002-11-13',15293,-1114.91,'Automatic payment of bills',8609
30,'2003-03-08',73735,3548.99,'Automatic EOQ Inventory purchase',8725
30,'2002-08-10',89097,-2601.66,'Automatic payment of bills',8541
30,'2003-01-06',15293,-3754.11,'Automatic payment of bills',8653
30,'2003-01-09',88873,3995.07,'Automatic EOQ Inventory purchase',8676
30,'2003-02-03',22343,4092.35,'Automatic EOQ Inventory purchase',8700
30,'2003-02-11',89097,-3995.07,'Automatic payment of bills',8676
30,'2003-03-05',29387,-4092.35,'Automatic payment of bills',8700
30,'2002-10-15',73735,-3177.45,'Automatic payment of bills',8587
30,'2005-01-09',51512,-4483.82,'Automatic payment of bills',9279
30,'2004-09-11',51512,3376.55,'Automatic EOQ Inventory purchase',9195
30,'2004-10-10',73735,-3376.55,'Automatic payment of bills',9195
30,'2004-10-12',22343,1396.61,'Automatic EOQ Inventory purchase',9223
30,'2004-11-08',22343,1937.84,'Automatic EOQ Inventory purchase',9251
30,'2004-11-11',73735,-1396.61,'Automatic payment of bills',9223
30,'2004-07-17',87295,-2560.29,'Automatic payment of bills',9112
30,'2004-12-08',88873,4483.82,'Automatic EOQ Inventory purchase',9279
30,'2004-07-16',88873,2082.77,'Automatic EOQ Inventory purchase',9139
30,'2005-01-11',29387,4553.12,'Automatic EOQ Inventory purchase',9307
30,'2005-02-11',87295,-4553.12,'Automatic payment of bills',9307
30,'2005-02-16',88873,3260.88,'Automatic EOQ Inventory purchase',9335
30,'2005-03-17',22343,-3260.88,'Automatic payment of bills',9335
30,'2002-07-08',87295,2601.66,'Automatic EOQ Inventory purchase',8541
30,'2000-03-01',89097,-264.61,'Automatic payment of bills',7298
30,'2004-12-07',89097,-1937.84,'Automatic payment of bills',9251
30,'2004-04-02',51512,-3787.89,'Automatic payment of bills',9032
30,'2003-12-01',73735,-2044.5,'Automatic payment of bills',8928
30,'2003-12-20',22343,3458.32,'Automatic EOQ Inventory purchase',8954
30,'2004-01-15',87295,4583.2,'Automatic EOQ Inventory purchase',8980
30,'2004-01-19',51512,-3458.32,'Automatic payment of bills',8954
30,'2004-02-12',89097,-4583.2,'Automatic payment of bills',8980
19,'1998-03-20',87295,-5956.95,'Automatic payment of bills',909
19,'1998-03-03',88873,8696.97,'Automatic EOQ Inventory purchase',929
19,'1997-12-20',51512,4900.08,'Automatic EOQ Inventory purchase',869
19,'1998-01-29',87295,-4542.33,'Automatic payment of bills',889
19,'1998-01-01',51512,4542.33,'Automatic EOQ Inventory purchase',889
19,'1997-11-04',73735,6187.48,'Automatic EOQ Inventory purchase',849
19,'1997-12-05',22343,-6187.48,'Automatic payment of bills',849
19,'2000-03-27',89097,-742.43,'Automatic payment of bills',7294
19,'1998-08-08',22343,11292.03,'Automatic EOQ Inventory purchase',1029
19,'1998-02-19',15293,5956.95,'Automatic EOQ Inventory purchase',909
19,'1999-01-02',29387,2949.62,'Automatic EOQ Inventory purchase',8152
19,'1997-06-01',51512,5960.07,'Automatic EOQ Inventory purchase',749
19,'1997-11-04',29387,-4881.47,'Automatic payment of bills',829
19,'2000-03-30',88873,-74.11,'Automatic payment of bills',7275
19,'2000-03-08',51512,742.43,'Automatic EOQ Inventory purchase',7294
19,'2000-02-29',89097,74.11,'Automatic EOQ Inventory purchase',7275
19,'2000-01-29',73735,4747.03,'Automatic EOQ Inventory purchase',7252
19,'1999-02-07',51512,2928.27,'Automatic refund for overpayment',1109
19,'2000-03-05',73735,-4747.03,'Automatic payment of bills',7252
19,'1999-01-07',73735,-2928.27,'Automatic payment of bills',1109
19,'1998-09-01',22343,10068.28,'Automatic EOQ Inventory purchase',1049
19,'1998-12-10',29387,2928.27,'Automatic EOQ Inventory purchase',1109
19,'1998-12-06',89097,-10020.93,'Automatic payment of bills',1089
19,'1998-12-04',73735,1230.58,'Automatic EOQ Inventory purchase',8132
19,'1998-11-20',73735,-10217.22,'Automatic payment of bills',1069
19,'1998-11-09',88873,10020.93,'Automatic EOQ Inventory purchase',1089
19,'1998-10-19',87295,10217.22,'Automatic EOQ Inventory purchase',1069
19,'1998-10-03',87295,-10068.28,'Automatic payment of bills',1049
19,'1998-09-03',29387,-11292.03,'Automatic payment of bills',1029
19,'1999-02-06',51512,1082.51,'Automatic EOQ Inventory purchase',8172
19,'1994-07-01',29387,136.79,'Automatic EOQ Inventory purchase',91
19,'1994-12-10',15293,188.23,'Automatic EOQ Inventory purchase',180
19,'1994-12-08',22343,-303.13,'Automatic payment of bills',162
19,'1994-11-08',73735,303.13,'Automatic EOQ Inventory purchase',162
19,'1994-11-07',22343,-244.52,'Automatic payment of bills',144
19,'1994-10-13',51512,-245.83,'Automatic payment of bills',126
19,'1994-10-02',29387,244.52,'Automatic EOQ Inventory purchase',144
19,'1994-09-18',51512,-240.6,'Automatic payment of bills',108
19,'1994-09-13',87295,245.83,'Automatic EOQ Inventory purchase',126
19,'1995-01-10',51512,-188.23,'Automatic payment of bills',180
19,'1994-07-29',51512,-136.79,'Automatic payment of bills',91
19,'1994-07-16',22343,-503.7,'Automatic payment of bills',77
19,'1994-06-14',22343,-474.7,'Automatic payment of bills',65
19,'1994-05-16',73735,474.7,'Automatic EOQ Inventory purchase',65
19,'1994-03-21',51512,-926.27,'Automatic payment of bills',41
19,'1994-02-16',87295,926.27,'Automatic EOQ Inventory purchase',41
19,'1994-01-31',22343,-1595.25,'Automatic payment of bills',19
19,'1994-01-01',87295,1595.25,'Initial Purchase for startup',19
19,'1997-10-11',88873,-5628.22,'Automatic payment of bills',809
19,'1997-06-25',51512,-5960.07,'Automatic payment of bills',749
19,'1994-08-18',51512,240.6,'Automatic EOQ Inventory purchase',108
19,'1997-09-06',22343,-5023.63,'Automatic payment of bills',789
19,'1997-10-03',22343,4881.47,'Automatic EOQ Inventory purchase',829
19,'1994-06-15',22343,503.7,'Automatic EOQ Inventory purchase',77
19,'1997-09-14',29387,5628.22,'Automatic EOQ Inventory purchase',809
19,'1995-01-16',22343,485.72,'Automatic EOQ Inventory purchase',198
19,'1997-08-08',51512,-5221.5,'Automatic payment of bills',769
19,'1997-08-06',15293,5023.63,'Automatic EOQ Inventory purchase',789
19,'1997-07-06',22343,5221.5,'Automatic EOQ Inventory purchase',769
19,'1997-06-15',88873,-5136.62,'Automatic payment of bills',729
19,'1997-05-16',22343,5136.62,'Automatic EOQ Inventory purchase',729
19,'1997-02-20',88873,1704.74,'Automatic EOQ Inventory purchase',670
19,'1997-05-06',87295,-5307.19,'Automatic payment of bills',709
19,'1995-02-05',15293,188.23,'Automatic refund for overpayment',180
19,'1995-02-12',29387,-485.72,'Automatic payment of bills',198
19,'1995-03-08',51512,-188.23,'Automatic payment of bills',180
19,'1997-03-16',73735,4691.8,'Automatic EOQ Inventory purchase',689
19,'1997-03-21',73735,-1704.74,'Automatic payment of bills',670
19,'1997-04-16',22343,-4691.8,'Automatic payment of bills',689
19,'1997-04-09',73735,5307.19,'Automatic EOQ Inventory purchase',709
20,'1994-01-01',87295,222.6,'Initial Purchase for startup',20
20,'1994-01-31',87295,-222.6,'Automatic payment of bills',20
21,'2003-12-03',89097,2848.94,'Automatic EOQ Inventory purchase',8953
21,'2003-09-07',88873,4092.54,'Automatic EOQ Inventory purchase',8876
21,'2003-09-16',73735,-4241.56,'Automatic payment of bills',8851
21,'2003-10-14',89097,2538.09,'Automatic EOQ Inventory purchase',8901
21,'2003-11-14',29387,-2538.09,'Automatic payment of bills',8901
21,'2003-12-01',89097,-1792.49,'Automatic payment of bills',8927
21,'2004-02-01',15293,-3521.3,'Automatic payment of bills',8979
21,'2004-01-04',29387,3521.3,'Automatic EOQ Inventory purchase',8979
21,'2003-08-21',89097,-3848.14,'Automatic payment of bills',8826
21,'2003-05-01',89097,3964.64,'Automatic EOQ Inventory purchase',8776
21,'2004-01-03',87295,-2848.94,'Automatic payment of bills',8953
21,'2004-02-10',73735,3393.24,'Automatic EOQ Inventory purchase',9005
21,'2003-08-17',73735,4241.56,'Automatic EOQ Inventory purchase',8851
21,'2003-07-20',73735,3848.14,'Automatic EOQ Inventory purchase',8826
21,'2003-07-08',51512,-3753.65,'Automatic payment of bills',8801
21,'2003-06-07',73735,3753.65,'Automatic EOQ Inventory purchase',8801
21,'2003-04-05',87295,-3848.03,'Automatic payment of bills',8724
21,'2003-05-14',88873,-4093.34,'Automatic payment of bills',8750
21,'2003-04-14',88873,4093.34,'Automatic EOQ Inventory purchase',8750
21,'2003-03-09',88873,3848.03,'Automatic EOQ Inventory purchase',8724
21,'2004-03-07',73735,3604.63,'Automatic EOQ Inventory purchase',9031
21,'2003-03-13',88873,-4127.53,'Automatic payment of bills',8699
21,'2005-02-14',73735,-4269.98,'Automatic payment of bills',9306
21,'2003-05-26',89097,-3964.64,'Automatic payment of bills',8776
21,'2004-09-03',73735,3308.29,'Automatic EOQ Inventory purchase',9194
21,'2003-02-12',88873,4127.53,'Automatic EOQ Inventory purchase',8699
21,'2003-10-09',73735,-4092.54,'Automatic payment of bills',8876
21,'2005-03-13',22343,-4767.55,'Automatic payment of bills',9334
21,'2005-02-11',87295,4767.55,'Automatic EOQ Inventory purchase',9334
21,'2005-01-14',51512,4269.98,'Automatic EOQ Inventory purchase',9306
21,'2004-12-20',87295,3448.51,'Automatic EOQ Inventory purchase',9278
21,'2004-12-14',51512,-1383.24,'Automatic payment of bills',9250
21,'2004-11-19',88873,-1679.8,'Automatic payment of bills',9222
21,'2004-11-15',88873,1383.24,'Automatic EOQ Inventory purchase',9250
21,'2004-10-16',15293,1679.8,'Automatic EOQ Inventory purchase',9222
21,'2005-01-17',89097,-3448.51,'Automatic payment of bills',9278
21,'2004-09-12',29387,-3067,'Automatic payment of bills',9166
21,'2004-03-11',88873,-3393.24,'Automatic payment of bills',9005
21,'2004-08-15',89097,-2882.68,'Automatic payment of bills',9138
21,'2004-08-06',73735,3067,'Automatic EOQ Inventory purchase',9166
21,'2004-07-10',73735,2882.68,'Automatic EOQ Inventory purchase',9138
21,'2004-07-08',51512,-2622.31,'Automatic payment of bills',9111
21,'2004-06-21',15293,-2630.64,'Automatic payment of bills',9084
21,'2004-06-04',51512,2622.31,'Automatic EOQ Inventory purchase',9111
21,'2004-05-17',29387,2630.64,'Automatic EOQ Inventory purchase',9084
21,'2004-05-11',73735,-4229.66,'Automatic payment of bills',9057
21,'2004-04-08',51512,4229.66,'Automatic EOQ Inventory purchase',9057
21,'2004-04-06',51512,-3604.63,'Automatic payment of bills',9031
21,'2004-09-29',15293,-3308.29,'Automatic payment of bills',9194
21,'2001-06-11',87295,2331.17,'Automatic EOQ Inventory purchase',8272
21,'2002-01-11',29387,2562.15,'Automatic EOQ Inventory purchase',8409
21,'2002-01-01',22343,-4142.32,'Automatic payment of bills',8389
21,'2001-12-20',87295,-2967.24,'Automatic payment of bills',8369
21,'2001-12-02',89097,4142.32,'Automatic EOQ Inventory purchase',8389
21,'2001-11-20',89097,2967.24,'Automatic EOQ Inventory purchase',8369
21,'2001-10-31',22343,-1593.78,'Automatic payment of bills',8350
21,'2001-10-18',22343,-2227.73,'Automatic payment of bills',8331
21,'2001-10-02',15293,1593.78,'Automatic EOQ Inventory purchase',8350
21,'2001-09-19',51512,2227.73,'Automatic EOQ Inventory purchase',8331
21,'2001-09-18',88873,-2406.41,'Automatic payment of bills',8311
21,'2002-02-06',88873,1963.9,'Automatic EOQ Inventory purchase',8429
21,'2001-07-13',22343,-2331.17,'Automatic payment of bills',8272
21,'2001-08-17',22343,-2548.09,'Automatic payment of bills',8292
21,'2001-05-31',73735,-2466.62,'Automatic payment of bills',8252
21,'2001-05-15',87295,-3132.61,'Automatic payment of bills',8232
21,'2001-05-03',22343,2466.62,'Automatic EOQ Inventory purchase',8252
21,'2001-04-12',73735,3132.61,'Automatic EOQ Inventory purchase',8232
21,'2001-04-08',89097,-3905.59,'Automatic payment of bills',8213
21,'2001-03-17',15293,-334.29,'Automatic payment of bills',8193
21,'2001-03-11',87295,3905.59,'Automatic EOQ Inventory purchase',8213
21,'2001-02-13',29387,334.29,'Automatic EOQ Inventory purchase',8193
21,'1994-01-29',15293,-82,'Automatic payment of bills',21
21,'2003-02-06',88873,-4266.67,'Automatic payment of bills',8675
21,'2001-08-19',87295,2406.41,'Automatic EOQ Inventory purchase',8311
21,'2002-09-08',51512,-2469.28,'Automatic payment of bills',8563
21,'2001-07-11',15293,2548.09,'Automatic EOQ Inventory purchase',8292
21,'2002-02-08',51512,-2562.15,'Automatic payment of bills',8409
21,'2003-01-02',22343,-3583.16,'Automatic payment of bills',8652
21,'2002-12-09',22343,-2276.55,'Automatic payment of bills',8630
21,'2002-12-06',73735,3583.16,'Automatic EOQ Inventory purchase',8652
21,'2002-11-12',73735,-1527.9,'Automatic payment of bills',8608
21,'2002-11-09',51512,2276.55,'Automatic EOQ Inventory purchase',8630
21,'2002-10-08',15293,-2231.38,'Automatic payment of bills',8586
21,'2003-01-09',87295,4266.67,'Automatic EOQ Inventory purchase',8675
21,'2002-09-03',29387,2231.38,'Automatic EOQ Inventory purchase',8586
